JOB TITLE,DESCRIPTION,INDUSTRY,SALARY,EXPERIENCE,JOB TYPE,GENDER,STREET,CITY,LISTED DATE,EXPIRES,URL,EMAIL
Digital Marketing Executives- SEO,"We are Dubai based Audit Firm looking for Digital Marketing Executives with min. 02 years experience in digital marketing-SEO. Excellent understanding of digital marketing concepts and best practices. Experience with social media, Google Adwords and email campaigns and SEO. Working knowledge of ad serving tools. Perfect knowledge of web analytics tools. Skills and experience in creative content writing. Analytical mindset and critical thinking. Excellent communication and interpersonal skills. Applicants must be inside UAE on visit visa- immediate available.", Other, Unspecified, 2 - 5 Years, Full Time, Any, Al Abraj Street, Dubai," February 4, 2019 10"," 13 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/digital-marketing-executives-seo/,marketingincharge@gmail.com
HVAC Supervisor,ITI/Diploma in Mechanical Engineering with 6-8 years UAE experience in MEP Fit Out Jobs. Preferably Indian Male with valid UAE Driving License. Send your CV to hr@tamimiengineering.com / info@tamimiengineering.com, Engineering, Unspecified, 5 - 7 Years, Full Time, Male, Dubai, Dubai," February 3, 2019 6"," 12 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/hvac-supervisor/,hr@tamimiengineering.com
Electrical Supervisor,ITI/Diploma in Electrical Engineering with 6-8 years UAE experience in MEP Fit out Jobs. Preferably Indian Male with valid UAE Driving License. Send your CV to hr@tamimiengineering.com / info@tamimiengineering.com, Engineering, Unspecified, 5 - 7 Years, Full Time, Male, Dubai, Dubai," February 3, 2019 6"," 12 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/electrical-supervisor/,hr@tamimiengineering.com
MEP CO-ORDINATOR,REQUIRE MEP COORDINATOR FOR A CONTRACTING COMPANY IN UAE, Construction, Unspecified, 7 - 10 Years, Full Time, Male, Business Bay, Dubai," February 3, 2019 6"," 12 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/mep-co-ordinator/,recruit@jazalec.com
CA Inter,CA Inter required for an Accounting Firm in Dubai Please send your CV to hrglobal@skminternational.com, Other, Unspecified, 2 - 5 Years, Full Time, Female, Al Fahidi, Dubai," February 3, 2019 6"," 12 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/ca-inter-3/,hrglobal@skminternational.com
** JOB OPPORTUNITY FOR DISBURSEMENT SECTION MANAGER – Only UAE Nation...,CA Inter required for an Accounting Firm in Dubai Please send your CV to hrglobal@skminternational.com,,,,,,,,,,,
Company Driver,Company Driver:, Printing/Packaging, Unspecified, 2 - 5 Years, Full Time, Male, Al Quoz Industrial Area 3, Dubai," February 3, 2019 3"," 12 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/company-driver/,hr2013xpp@gmail.com
URGENTLY REQUIRED DIESEL MECHANIC,A reputed Construction Company in Abu Dhabi urgently required Diesel Mechanic:, Construction, Unspecified, 5 - 7 Years, Full Time, Male, Musafah, Abu Dhabi," February 3, 2019 3"," 12 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/urgently-required-diesel-mechanic/,gcc.hr2018@gmail.com
Required Social Studies teacher,A reputed Construction Company in Abu Dhabi urgently required Diesel Mechanic:,,,,,,,,,,,
Software Developer,Software Developer, IT/Computers - Software, Unspecified, 1 - 2 Years, Full Time, Any, Al Quoz, Dubai," February 3, 2019 2"," 12 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/software-developer-3/,immersiondesignsllc@gmail.com
Architect,Architect, Other, Unspecified, 2 - 5 Years, Full Time, Any, Al Quoz, Dubai," February 3, 2019 2"," 12 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/architect-5/,immersiondesignsllc@gmail.com
Site Engineer,Site Engineer, Engineering, Unspecified, 2 - 5 Years, Full Time, Any, Al Quoz, Dubai," February 3, 2019 2"," 12 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/site-engineer-3/,immersiondesignsllc@gmail.com
Admin cum Accounts Executive,Admin and Accounts, Other, Unspecified, 1 - 2 Years, Full Time, Male, Al Quoz, Dubai," February 3, 2019 12"," 12 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/admin-cum-accounts-executive-5/,immersiondesignsllc@gmail.com
Secretary,URGENT HIRING ! Distinguished Real estate company in Dubai is urgently hiring Secretary with relevant real estate experience., Real Estate, Unspecified, 2 - 5 Years, Full Time, Female, Shaikh Zayed Road, Dubai," February 3, 2019 12"," 12 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/secretary-5/,recruitment@dreuae.ae
Auto Electrician,URGENT HIRING ! Distinguished Real estate company in Dubai is urgently hiring Secretary with relevant real estate experience.,,,,,,,,,,,
DRIVER REQUIRED,We require driver cum helper for our office in DUBAI, Entertainment, Unspecified, Less than 1 Year, Full Time, Male, DUBAI, Dubai," February 3, 2019 12"," 12 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/driver-required/,sabdull759@gmail.com
Pest Control Technician cum Cleaner required in Abu Dhabi,Pest Control Technician cum Cleaner required in Abu Dhabi . Must have experience in Pest Control and 10th grade pass can apply. Salary 1200 Dhs plus accommodation. Send CV at jobs@shinexcare.com, Other, Unspecified, 2 - 5 Years, Full Time, Male, M-11, Abu Dhabi," February 3, 2019 11"," 12 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/pest-control-technician-cum-cleaner-required-in-abu-dhabi/,jobs@shinexcare.com
Filipina Human Resource Executive,"Filipina Human Resource Executive with minimum two years UAE experience and very good communication and admin skills, urgently reacquired for company in Deirah-Dubai, Email:hr@citymaids.net", Facility Management, Unspecified, 5 - 7 Years, Full Time, Any, ettihad, Dubai," February 3, 2019 11"," 12 days, 1 hour",https://buzzon.khaleejtimes.com/classifieds/filipina-human-resource-executive/,hr@citymaids.net
REQUIRED A/C TECHNICIAN cum SHOWROOM SALESMAN,"A/C TECHNICIAN cum SHOWROOM SALESMAN Required for HVAC, building and construction material products. Male, preferably with experience in retail. Must have knowledge and skills in installing, maintaining and repairing a/c.", Engineering, Unspecified, 1 - 2 Years, Full Time, Male, Dubai, Dubai," February 3, 2019 11"," 12 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/required-a-c-technician-cum-showroom-salesman/,careers@mora.ae
Urgently Hiring Retail Sales Executive,"Hi,", Retailing, Unspecified, 2 - 5 Years, Full Time, Male, Sheikh Zayed Road, Dubai," February 2, 2019 4"," 11 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/urgently-hiring-retail-sales-executive/,info@redrock.ae
Machine Operator,Position Title: Machine Operator, Plastic, AED 1501-2000, 2 - 5 Years, Full Time, Male, Al Hulaila Industrial Zone, Ras Al Khaimah," February 2, 2019 4"," 11 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/machine-operator/,admin@powerwrapme.com
we are looking direct sales executives for an international bank in UAE,we are looking direct sales executives for an international bank in UAE . with valid UAE driving licence., Banking, Unspecified, 2 - 5 Years, Full Time, Any," Abu Baker Al Siddique road, Speedex bldg", Dubai," February 2, 2019 4"," 11 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-direct-sales-executives-for-an-international-bank-in-uae/,leadingaimhr1@gmail.com
Barista,Required a Barista in the Food & Beverage Industry in Sharjah., Hotels/Restaurant, Unspecified, 1 - 2 Years, Full Time, Female, Sharjah, Sharjah," February 2, 2019 12"," 11 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/barista/,hrservices.kci@gmail.com
Store/Inventory Controller,Urgent Hiring!, Machinery/Equipment Mfg., Unspecified, 2 - 5 Years, Full Time, Male, Sharjah, Sharjah," February 2, 2019 12"," 11 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/store-inventory-controller/,recruitmentdesk.0312@gmail.com
** JOB OPPORTUNITY FOR NETWORK ENGINEER (SECURITY ) – Abu Dhabi (UAE)...,Urgent Hiring!,,,,,,,,,,,
Accounts Assistant Female,Urgent Hiring!,,,,,,,,,,,
Sales Executive,Urgent Hiring!,,,,,,,,,,,
REQUIRED URGENTLY – 1) Key Account Executive & 2) Business Devel...,REQUIRED URGENTLY A reputable distributor for a well-known FMCG brand requires the following personnel:, Facility Management, Unspecified, 2 - 5 Years, Full Time, Any, Dubai, Dubai," January 31, 2019 5"," 9 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/required-urgently-1-key-account-executive-2-business-development-supervisor/,pamela@ntde.com
we are looking Nepali candidates for watchman and housekeeping,we are looking Nepali candidates for housekeeping and watchman job., Other, AED 1001-1500, 1 - 2 Years, Full Time, Male," Abu Baker Al Siddique road, Speedex bldg", Dubai," January 31, 2019 5"," 9 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-nepali-candidates-for-watchman-and-housekeeping/,leadingaimhr1@gmail.com
Accountant (Manufacturing),Sharjah based company is currently looking for an Accountant with minimum 4 years UAE experience., Machinery/Equipment Mfg., Unspecified, 2 - 5 Years, Full Time, Any, Sharjah, Sharjah," January 31, 2019 4"," 9 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/accountant-manufacturing/,recruitmentdesk.0312@gmail.com
JOB OPPORTUNITY FOR  PROJECT EVENT CO-ORDINATOR – Abu Dhabi (UAE),Sharjah based company is currently looking for an Accountant with minimum 4 years UAE experience.,,,,,,,,,,,
IT Executive,Required an IT Executive for a Restaurant / Cafe in Dubai., Hotels/Restaurant, Unspecified, 5 - 7 Years, Full Time, Any, Sheikh Zayed Road, Dubai," January 30, 2019 4"," 8 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/it-executive/,hrservices.kci@gmail.com
Driver Cum Helper Required,"We require driver cum helper for our office in Sharjah. The ideal candidate should posses a valid UAE Driver’s License and should have knowledge on the UAE roads, especially Dubai, Sharjah & Ajman. Interested candidates may contact us on +971 67490463 or mail us to alsaqertourism@gmail.com", Travel/Tourism, AED 1501-2000, 1 - 2 Years, Full Time, Male, King Abdul Aziz Street, Sharjah," January 30, 2019 3"," 8 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/driver-cum-helper-required/,alsaqertourism@gmail.com
PURCHASE EXECUTIVE – FEMALE,URGENTLY LOOKING A CANDIDATE FOR THE POST OF PURCHASE EXECUTIVE(FEMALE CANDIDATE UNDER HUSBAND SPONSORSHIP ONLY) CANDIDATE MUST HAVE A MINIMUM OF 2-3 YEARS OF GCC EXPERIENCE IN THE FIELD OF PROCUREMENT IS MANDATORY ESPECIALLY IN MEP INFRASTRUCTURE WORKS/ CONSTRUCTION FIELD. CANDIDATE MUST BE A B.TECH GRADUATE., Construction, Unspecified, 2 - 5 Years, Full Time, Female, Al Soor, Sharjah," January 30, 2019 3"," 8 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/purchase-executive-female/,jobsmetsuae@gmail.com
Microbiology Lab Technician,Candidate should a experience in HACCP documentation, Other, Unspecified, 1 - 2 Years, Full Time, Any, mushrif, Ajman," January 30, 2019 2"," 8 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/microbiology-lab-technician/,hrdeptdivision@gmail.com
Equipment Mechanic & Auto Electrician,"We need Mechanic & Auto Electrician for Diesel Engine & Hydraulic System of Heavy Equipments like, BULLDOZER, EXCAVATOR, WHEEL LOADER, DUPM TRUCK, OF CATERPILLAR, KOMATSU & MERCEDES. Proper candidate will get free visa, free medical & free accommodation. Interested candidate kindly send your cv to info@rafeh.ae or call on +971506119893", Transportation, Unspecified, 2 - 5 Years, Full Time, Male, M9, Abu Dhabi," January 30, 2019 2"," 8 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/equipment-mechanic-auto-electrician/,info@rafeh.ae
Mobile Pump Driver cum Operator (Readymix Concrete),MOBILE PUMP DRIVER cum OPERATOR, Cement, Unspecified, 2 - 5 Years, Full Time, Male, Al Quoz 3, Dubai," January 30, 2019 2"," 8 days, 15 hours",https://buzzon.khaleejtimes.com/classifieds/mobile-pump-driver-cum-operator-readymix-concrete/,unimixcareers101977@gmail.com
Quantity Surveyor,A well reputed Landscaping Company in Dubai is looking for a Quantity Surveyor with 1-2 years of experience in the Landscaping Industry. Candidates meets the given requirement may forward their resume to uaehrjobs2019@gmail.com, Construction, Unspecified, 1 - 2 Years, Full Time, Male, AL NAHDA, Dubai," January 30, 2019 1"," 8 days, 12 hours",https://buzzon.khaleejtimes.com/classifieds/quantity-surveyor/,uaehrjobs2019@gmail.com
Required Teachers for PAKISTAN ISLAMIA HIGHER SECONDARY SCHOOL,"PAKISTAN ISLAMIA HIGHER SECONDARY SCHOOL, SHARJAH FOLLOWING STAFF REQUIRED LIBRARIAN – FEMALE M.A. Lib.Sc COMPUTER TEACHER – FEMALE M.C.S. or B.C.S. Honors P.E.T. MALE/ FEMALE M.A./B.A. Physical Education URDU & ARABIC TEACHER – FEMALE M.A. Urdu & B.A. Arabic SCIENCE TEACHER – MALE/ FEMALE M.Sc. Bio/Chem/Phy.", Education, Unspecified, 1 - 2 Years, Full Time, Any, Sharjah, Sharjah," January 30, 2019 12"," 8 days, 14 hours",https://buzzon.khaleejtimes.com/classifieds/required-teachers-for-pakistan-islamia-higher-secondary-school/,careers@pihss-shj.com
SECRETARY,"PAKISTAN ISLAMIA HIGHER SECONDARY SCHOOL, SHARJAH FOLLOWING STAFF REQUIRED LIBRARIAN – FEMALE M.A. Lib.Sc COMPUTER TEACHER – FEMALE M.C.S. or B.C.S. Honors P.E.T. MALE/ FEMALE M.A./B.A. Physical Education URDU & ARABIC TEACHER – FEMALE M.A. Urdu & B.A. Arabic SCIENCE TEACHER – MALE/ FEMALE M.Sc. Bio/Chem/Phy.",,,,,,,,,,,
we are looking chef and waitress,We are looking below positions candidates ., Hotels/Restaurant, Unspecified, 2 - 5 Years, Full Time, Any," Abu Baker Al Siddique road, Speedex bldg", Dubai," January 29, 2019 5"," 7 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-chef-and-waitress/,leadingaimhr1@gmail.com
Looking for Experienced Sales Executive,We are looking below positions candidates .,,,,,,,,,,,
MICRO STATION & AUTOCAD DRAFTSMAN,Required One MICRO STATION & AUTOCAD DRAUGTSMAN Good Knowledge About Drafting Must Have Dubai Experience 4 Or 5 Year Salary :- 7000-10000 (Negotable) Contact Person :- Ghulam Murtaza Contact Na: +971-455541612 Mob: +971-564883401, Construction, Unspecified, 5 - 7 Years, Full Time, Male, International City, Dubai," January 29, 2019 4"," 7 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/micro-station-autocad-draftsman/,alhidayasurveying@yahoo.com
Estimation Engineer in ELV ( Extra Low Voltage),Abu Dhabi based reputed Electrical Trading Company required ELV Estimation. Engineer., Electrical, Unspecified, 1 - 2 Years, Full Time, Any, Old Mazda road, Abu Dhabi," January 29, 2019 3"," 7 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/estimation-engineer-in-elv-extra-low-voltage/,jobs@electra.ae
we are looking Forklift Operator,we are looking Forklift operator salary :Negotiable, Construction, Unspecified, 1 - 2 Years, Full Time, Male," Abu Baker Al Siddique road, Speedex bldg", Dubai," January 29, 2019 3"," 7 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-forklift-operator/,leadingaimhr1@gmail.com
JOB OPPORTUNITY FOR PAYROLL ACCOUNTANT – Abu Dhabi (UAE),we are looking Forklift operator salary :Negotiable,,,,,,,,,,,
CIVIL ENGINEER,We reputed construction company based in sharjah and we requires experienced civil engineers with minimum 2-5 years of experience. Gulf experience and Indian Nationality preferred. Qualification : BE/Diploma in Civil Engineering, Construction, Unspecified, 2 - 5 Years, Full Time, Male, Hamriyah Free zone, Sharjah," January 29, 2019 2"," 7 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/civil-engineer-2/,jobs.abcllc@gmail.com
Operation Manager Restaurant (British National)  – (Job role:: London...,We reputed construction company based in sharjah and we requires experienced civil engineers with minimum 2-5 years of experience. Gulf experience and Indian Nationality preferred. Qualification : BE/Diploma in Civil Engineering,,,,,,,,,,,
GENERAL PHYSICIAN,General Practitioner required for a medical centre in Sharjah. Apply with CV to amcsharjah1@gmail.com, Health Care, Unspecified, 2 - 5 Years, Full Time, Any, Al Zahra Street, Sharjah," January 29, 2019 12"," 7 days, 12 hours",https://buzzon.khaleejtimes.com/classifieds/general-physician/,amcsharjah1@gmail.com
Landscaping Draughtsman,A well reputed Landscaping company in Dubai is looking for a Landscaping Draughtsman with 3-5 years of experience in Landscaping industry. Must have 3 years of UAE experience., Construction, Unspecified, 2 - 5 Years, Full Time, Male, AL NAHDA, Dubai," January 29, 2019 10"," 7 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/landscaping-draughtsman/,uaehrjobs2019@gmail.com
Required SAP B1 Technical ERP Administrator for a Lubricants Distribution c...,"– Minimum 1-3 years experience on same field. – Prior Experience in Middle East is desirable. – Should be able to understand business requirements and ensure successful implementation. – On-time support to all SAP B1 users on the LAN and remotely. – Customization of approved system amendments and additions for the SAP B1. – Resolving SAP B1 user related transactional problems. – Monitoring and maintaining SAP B1 system security, data & system back-up. – Timely SAP B1 versions upgrade, and evaluating and installing patches – Provides SAP B1 maintenance support to correct system errors Logs, tracks, resolves, and closes service -requests to the user’s satisfaction. – Provide add-on to ERP system to meet the future need. – Integrating SAP B1 with other in house and third party utilities. – SAP B1 Training to end users. – Customizing various MIS reports from SAP B1 using crystal reports. – Implementation of new IT Initiatives which include coordination with software partner. – Experience of Working alone with minimum supervision. – Preferred candidates with HANA experience", Oil/Gas/Petroleum, Unspecified, 2 - 5 Years, Full Time, Male, Cluster - F, Dubai," January 29, 2019 10"," 6 days, 21 hours",https://buzzon.khaleejtimes.com/classifieds/required-sap-b1-technical-erp-administrator-for-a-lubricants-distribution-company-based-in-jlt-dubai/,dolphingrouphr@gmail.com
Sales Co-ordinator (Filipino),"– Minimum 1-3 years experience on same field. – Prior Experience in Middle East is desirable. – Should be able to understand business requirements and ensure successful implementation. – On-time support to all SAP B1 users on the LAN and remotely. – Customization of approved system amendments and additions for the SAP B1. – Resolving SAP B1 user related transactional problems. – Monitoring and maintaining SAP B1 system security, data & system back-up. – Timely SAP B1 versions upgrade, and evaluating and installing patches – Provides SAP B1 maintenance support to correct system errors Logs, tracks, resolves, and closes service -requests to the user’s satisfaction. – Provide add-on to ERP system to meet the future need. – Integrating SAP B1 with other in house and third party utilities. – SAP B1 Training to end users. – Customizing various MIS reports from SAP B1 using crystal reports. – Implementation of new IT Initiatives which include coordination with software partner. – Experience of Working alone with minimum supervision. – Preferred candidates with HANA experience",,,,,,,,,,,
we are looking Civil and Mechanical Draftsman,we are looking civil and mechanical draftsman salary :as per uae law : Free food and free accomadation duty time : 10 hours Nationality :Indian only gender :any, Construction, AED 2001-2500, 2 - 5 Years, Full Time, Male," Abu Baker Al Siddique road, Speedex bldg", Dubai," January 29, 2019 9", 7 days,https://buzzon.khaleejtimes.com/classifieds/we-are-looking-civil-and-mechanical-draftsman/,leadingaimhr1@gmail.com
we are looking 5 Pakistani General Helper,We are looking 5 Pakistani General helper Salary :1200 + OT accommodation allowance company will provide . Nationality : Pakistan only Age : Maximum 35 Location :Abudhabi, Other, AED 1001-1500, 1 - 2 Years, Full Time, Male," Abu Baker Al Siddique road, Speedex bldg", Dubai," January 28, 2019 5"," 6 days, 19 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-5-pakistani-general-helper/,leadingaimhr1@gmail.com
PROCUREMENT ENGINEER,A Leading Electromechanical Contracting Company in Dubai requires Procurement Engineer. With minimum 5 years\xe2\x80\x99 experience in U.A.E. Should be a Degree Holder (Mechanical & Electrical). Candidates meeting the above criteria may send CV with latest photograph to dxbhr2105@gmail.com, Engineering, Unspecified, 5 - 7 Years, Full Time, Any, Dubai Silicon Oasis, Dubai," January 28, 2019 4"," 6 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/procurement-engineer/,dxbhr2105@gmail.com
CIVIL ENGINEER,Required Civil Engineer Degree / Diploma Min 3 years work experience in Dubai on government infrastructure projects. Immediate joining. salary negotiable all standard perks + company car send CV to hr.se@outlook.com, Construction, Unspecified, 2 - 5 Years, Full Time, Male, AN NAHDA FIRST, Dubai," January 28, 2019 3"," 6 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/civil-engineer/,hr.se@outlook.com
ELECTRICIAN,WE ARE LOOKING FOR A ELECTRICIAN. EXPERIENCE: 1-2 YEARS. PLEASE SEND YOUR CV, Other, Unspecified, 1 - 2 Years, Full Time, Male, Al Mina Road, Sharjah," January 28, 2019 3"," 6 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/electrician-3/,ayman.a@gulfirevision.com
Secretary / Document Controller,Required Secretary / Document Controller, Construction, Unspecified, 2 - 5 Years, Full Time, Any," Office - 2, Floor M, Hamdan Street", Abu Dhabi," January 28, 2019 1"," 6 days, 11 hours",https://buzzon.khaleejtimes.com/classifieds/secretary-document-controller/,metalarthr@gmail.com
Draftsman,Required Draftsman, Construction, Unspecified, 5 - 7 Years, Full Time, Any," Office - 2, Floor M, Hamdan Street", Abu Dhabi," January 28, 2019 1"," 6 days, 11 hours",https://buzzon.khaleejtimes.com/classifieds/draftsman-2/,metalarthr@gmail.com
Looking for Sales Executive,We are looking for Sale Executive for Sharjah based company dealing in Office Uniforms. Candidate must be having experience in Uniform Line only. Interested candidates and send CV at ruknalarous@gmail.com, Textiles, Unspecified, 2 - 5 Years, Full Time, Any, Kalba Road, Sharjah," January 28, 2019 1"," 6 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/looking-for-sales-executive-3/,ruknalarous@gmail.com
Female HR Executive,We are looking for Sale Executive for Sharjah based company dealing in Office Uniforms. Candidate must be having experience in Uniform Line only. Interested candidates and send CV at ruknalarous@gmail.com,,,,,,,,,,,
Warehouse Team Leader,We are looking for Sale Executive for Sharjah based company dealing in Office Uniforms. Candidate must be having experience in Uniform Line only. Interested candidates and send CV at ruknalarous@gmail.com,,,,,,,,,,,
Accounts Officer,Job Description for the position:, Oil/Gas/Petroleum, Unspecified, 5 - 7 Years, Full Time, Any, South Zone, Dubai," January 28, 2019 11"," 6 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/accounts-officer/,lorena.medina@specenergy.com
Cost Controller,Company is currently looking for a Cost Controller with below qualifications:, Oil/Gas/Petroleum, Unspecified, 10 - 15 Years, Full Time, Any, South Zone, Dubai," January 28, 2019 11"," 6 days, 13 hours",https://buzzon.khaleejtimes.com/classifieds/cost-controller/,lorena.medina@specenergy.com
Restaurant Supervisor,Company is currently looking for a Cost Controller with below qualifications:,,,,,,,,,,,
we are looking Indian driver and watchman( Nepali),we are looking Nepali watchman and Indian driver, Other, AED 2001-2500, 2 - 5 Years, Full Time, Male," Abu Baker Al Siddique road, Speedex bldg", Dubai," January 28, 2019 10"," 5 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-indian-driver-and-watchman-nepali/,leadingaimhr1@gmail.com
ACCOUNTANT,GENERAL ACCOUNTANT \xe2\x80\x93 (FEMALE CANDIDATE NEEDED: FILIPINA/INDIAN) Location: Ajman, Oil/Gas/Petroleum, Unspecified, 1 - 2 Years, Full Time, Female," New Industrial Area 1, St. 85, Building 15,  P.O. Box 7546", Ajman," January 27, 2019 5"," 5 days, 20 hours",https://buzzon.khaleejtimes.com/classifieds/accountant-5/,hr@oscarlubricants.com
JOB OPPORTUNITY FOR SERVICE DESK SUPPORT ENGINEER’S – Abu Dhabi...,GENERAL ACCOUNTANT \xe2\x80\x93 (FEMALE CANDIDATE NEEDED: FILIPINA/INDIAN) Location: Ajman,,,,,,,,,,,
"IT – Technician Trainer (Hardware/ Networking, Mobile, Laptop, CCTV) ...","MCTC Educational Institute is a well-Established Educational Institute which is controlled by well experienced and professional individuals in the Middle East. We provide a wide range of Courses to our Clients, both Individuals and Corporate Companies.", Education, Unspecified, 7 - 10 Years, Full Time, Male, Salahuddin Street, Dubai," January 27, 2019 4"," 5 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/it-technician-trainer-hardware-networking-mobile-laptop-cctv-etc/,hr@mctcdubai.com
Admin cum Accounts Executive,Admin and Accounts, Other, Unspecified, 1 - 2 Years, Full Time, Any, Al Quoz, Dubai," January 27, 2019 3"," 5 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/admin-cum-accounts-executive-4/,immersiondesignsllc@gmail.com
Site Engineer,Site Engineer, Engineering, Unspecified, 2 - 5 Years, Full Time, Any, Al Quoz, Dubai," January 27, 2019 3"," 5 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/site-engineer-2/,immersiondesignsllc@gmail.com
Urgently Required IT Professional,We are looking for an IT Professional who can handle below mentioned tasks., Oil/Gas/Petroleum, Unspecified, 1 - 2 Years, Full Time, Any, Al Sa\'ad, Dubai," January 27, 2019 3"," 5 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/urgently-required-it-professional/,openings2019@gmail.com
Architect,Architect, Other, Unspecified, 2 - 5 Years, Full Time, Any, Al Quoz, Dubai," January 27, 2019 3"," 5 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/architect-4/,immersiondesignsllc@gmail.com
GLASS & ALUMINIUM FOREMAN,We are hiring for Glass & Aluminium Marketing having 5 years experience in Dubai who can bring the business for us., Construction, Unspecified, 2 - 5 Years, Full Time, Male, DUBAI, Dubai," January 27, 2019 3"," 5 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/glass-aluminium-foreman/,jobs.rehamgroup@gmail.com
Software Developer,Software Developer, IT/Computers - Software, Unspecified, 1 - 2 Years, Full Time, Any, Al Quoz, Dubai," January 27, 2019 3"," 5 days, 18 hours",https://buzzon.khaleejtimes.com/classifieds/software-developer-2/,immersiondesignsllc@gmail.com
Sales Engineer – Fire Protection System,"Minimum 5 years of experience must in Fire Protection System, managing overall Technical Sales & Marketing, Operations, Operations Management/ Project Estimation & Management /Engineering System Design.", Engineering, Unspecified, 2 - 5 Years, Full Time, Male, 28th Street, Dubai," January 27, 2019 3"," 5 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/sales-engineer-fire-protection-system/,info@maxellinternational.com
Bike Messenger,Bike Messenger required for an engineering company. Should be well versed with UAE roads. AED 1500 Salary + Visa + Accommodation + transport provided. Send a CV with a photo on info@maxellinterantional.com / subject – Bike Messenger, Engineering, Unspecified, 1 - 2 Years, Full Time, Male, 28th Street, Dubai," January 27, 2019 3"," 5 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/bike-messenger/,info@maxellinternational.com
"we are looking electrician , plumber ,welder ,carpenter","we are looking electrician , plumber ,welder ,carpenter Location : Dubai Salary :as per gov rules . No: of vacancies :25 Nationality : Indian ,Nepal ,Pakistan", Construction, AED 1501-2000, 2 - 5 Years, Full Time, Male," Abu Baker Al Siddique road, Speedex bldg", Dubai," January 27, 2019 3"," 5 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-electrician-plumber-welder-carpenter/,leadingaimhr1@gmail.com
Doctors (Consultants & Specialist) – Job location (Oman & K...,25,,,,,,,,,,,
we are looking furniture carpenter and gypsum carpenter,we are looking furniture carpenter and gypsum carpenter, Other, AED 1501-2000, 2 - 5 Years, Full Time, Male," Abu Baker Al Siddique road, Speedex bldg", Dubai," January 27, 2019 3"," 5 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/we-are-looking-furniture-carpenter-and-gypsum-carpenter/,leadingaimhr1@gmail.com
SALES EXECUTIVE,LOOKING FOR A MALE EXECUTIVE WHO HAVE ABOUT 2 YR EXPERIENCE IN PASSENGER TRANSPORT FIELD ., Transportation, Unspecified, 1 - 2 Years, Full Time, Male, al quasis, Dubai," January 27, 2019 3"," 5 days, 17 hours",https://buzzon.khaleejtimes.com/classifieds/sales-executive-2/,saadco.group@yandex.com
